rxn_id	source_id	source_type	rxn_type	temperature_deg_c	time_h	atmosphere	stirring_shaking	scale_mol	concentration_mol_l	catalyst_1_cas	catalyst_1_eq	catalyst_1_smiles	catalyst_2_cas	catalyst_2_eq	catalyst_2_smiles	reagent_1_cas	reagent_1_eq	reagent_1_smiles	reagent_2_cas	reagent_2_eq	reagent_2_smiles	reagent_3_cas	reagent_3_eq	reagent_3_smiles	reagent_4_cas	reagent_4_eq	reagent_4_smiles	reagent_5_cas	reagent_5_eq	reagent_5_smiles	solvent_1_cas	solvent_1_fraction	solvent_1_smiles	solvent_2_cas	solvent_2_fraction	solvent_2_smiles	startingmat_1_cas	startingmat_1_eq	startingmat_1_smiles	product_1_cas	product_1_ms	product_1_nmr	product_1_smiles	product_1_yield	product_1_yieldtype	product_2_cas	product_2_smiles	product_2_yield	product_2_yieldtype	provenance	procedure
lit_pub_bo_384	10.1021/jacs.7b02232	publication	borylation	80	2.000000	NITROGEN	UNSPECIFIED	0.001000	0.080000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				13826-24-9	1.500000	O1B(OCC1)B2OCCO2	72914-19-3	0.030000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	121-44-8	1.500000	N(CC)(CC)CC	76-09-5	3.000000	OC(C)(C)C(O)(C)C				108-88-3	0.200000	C=1C=CC(=CC1)C	67-66-3	0.800000	ClC(Cl)Cl	108-95-2	1	OC=1C=CC=CC1	269409-97-4			OC=1C=CC=CC1B2OC(C)(C)C(O2)(C)C	0.650000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_385	10.1021/jacs.7b02232	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C							110-82-7	1.000000	C1CCCCC1				402-45-9	1	FC(F)(F)C1=CC=C(O)C=C1	779331-13-4		1 H NMR (500 MHz, CDCl3): δH 8.16 (s, 1H), 7.89 (d, J = 1.5 Hz, 1H), 7.61 (dd, J = 9.0, 1.5 Hz, 1H), 6.96 (d, J = 9.0 Hz, 1H), 1.39 (br. s., 12H).; 13 C NMR (125 MHz, CDCl3): δC 166.1, 133.2 (q, J = 3.7 Hz), 130.7 (q, J = 3.1 Hz), 124.5 (q, J = 271.8 Hz), 121.9 (q, J = 33.0 Hz), 116.0, 85.1, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 30.6 (br. s).	FC(F)(F)C1=CC=C(O)C(=C1)B2OC(C)(C)C(O2)(C)C	0.650000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_386	10.1021/jacs.7b02232	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	1.100000	O1BOC(C)(C)C1(C)C							110-82-7	1.000000	C1CCCCC1				106-41-2	1	BrC1=CC=C(O)C=C1	2095797-20-7		1 H NMR (500 MHz, CDCl3): δH 7.78 (s, 1H), 7.70 (d, J = 3.0 Hz, 1H), 7.44 (dd, J = 9.0, 2.5 Hz, 1H), 6.78 (d, J = 9.0 Hz, 1H), 1.37 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 162.6, 137.8, 136.4, 117.6, 111.9, 84.9, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 30.6 (br. s).	BrC1=CC=C(O)C(=C1)B2OC(C)(C)C(O2)(C)C	0.630000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_387	10.1021/jacs.7b02232	publication	borylation	80	2.000000	NITROGEN	UNSPECIFIED	0.001000	0.080000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				76-09-5	3.000000	OC(C)(C)C(O)(C)C	13826-24-9	1.500000	O1B(OCC1)B2OCCO2	72914-19-3	0.030000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	121-44-8	1.500000	N(CC)(CC)CC				67-66-3	0.800000	ClC(Cl)Cl	108-88-3	0.200000	C=1C=CC(=CC1)C	108-43-0	1	ClC1=CC=CC(O)=C1	1377503-12-2		1 H NMR (500 MHz, CDCl3): δH 7.92 (s, 1H), 7.53 (d, J = 8.5 Hz, 1H), 6.91 (d, J = 1.5 Hz, 1H), 6.88 (dd, J = 8.5, 1.5 Hz, 1H), 1.38 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 164.3, 139.4, 136.6, 120.1, 115.9, 84.7, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 30.6 (br. s).	ClC1=CC=C(B2OC(C)(C)C(O2)(C)C)C(O)=C1	0.600000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_388	10.1021/jacs.7b02232	publication	borylation	80	20.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							110-82-7	1.000000	C1CCCCC1				59-50-7	1	ClC1=CC=C(O)C=C1C	2095797-26-3		1 H NMR (500 MHz, CDCl3): δH 7.67 (s, 1H), 7.54 (s, 1H), 6.78 (s, 1H), 2.34 (s, 3H), 1.37 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 162.0, 142.0, 135.2, 125.1, 117.9, 84.7, 24.7, 20.6.; 11 B NMR (160 MHz, CDCl3): δB 30.5 (br. s).	ClC=1C=C(B2OC(C)(C)C(O2)(C)C)C(O)=CC1C	0.590000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_389	10.1021/jacs.7b02232	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							110-82-7	1.000000	C1CCCCC1				150-76-5	1	OC1=CC=C(OC)C=C1	937591-48-5		1 H NMR (500 MHz, CDCl3): δH 7.52 (s, 1H), 7.10 (d, J = 3.0 Hz, 1H), 6.97 (dd, J = 9.5, 3.0 Hz, 1H), 6.83 (d, J = 9.5 Hz, 1H), 3.78 (s, 3H), 1.37 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 157.9, 152.6, 121.3, 118.0, 116.5, 84.5, 55.8, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 31.1 (br. s).	OC1=CC=C(OC)C=C1B2OC(C)(C)C(O2)(C)C	0.580000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_390	10.1021/jacs.7b02232	publication	borylation	80	2.000000	NITROGEN	UNSPECIFIED	0.001000	0.080000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				72914-19-3	0.030000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	76-09-5	3.000000	OC(C)(C)C(O)(C)C	13826-24-9	1.500000	O1B(OCC1)B2OCCO2	121-44-8	1.500000	N(CC)(CC)CC				108-88-3	0.200000	C=1C=CC(=CC1)C	67-66-3	0.800000	ClC(Cl)Cl	7781-98-8	1	O=C(OCC)C=1C=CC=C(O)C1	1421327-90-3		1 H NMR (500 MHz, CDCl3): δH 7.89 (s, 1H), 7.67 (d, J = 8.0 Hz, 1H), 7.51 - 7.56 (m, 2H), 4.37 (q, J = 7.5 Hz, 2H), 1.38 - 1.41 (m, Bpin 12H and ester 3H overlapped, 15H).; 13 C NMR (125 MHz, CDCl3): δC 166.3, 163.4, 135.7, 135.3, 120.2, 116.4, 84.9, 61.1, 24.8, 14.3.; 11 B NMR (160 MHz, CDCl3): δB 30.6 (br. s).	O=C(OCC)C1=CC=C(B2OC(C)(C)C(O2)(C)C)C(O)=C1	0.560000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_391	10.1021/jacs.7b02232	publication	borylation	80	10.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C							110-82-7	1.000000	C1CCCCC1				120-47-8	1	O=C(OCC)C1=CC=C(O)C=C1	2095797-22-9		1 H NMR (500 MHz, CDCl3): δH 8.33 (d, J = 2.5 Hz, 1H), 8.25 (s, 1H), 8.0 (dd, J = 9.0, 2.5 Hz, 1H), 6.91 (d, J = 9.0 Hz, 1H), 4.35 (q, J = 7.3 Hz, 2H), 1.36 - 1.40 (m, Bpin 12H and ester 3H overlapped).; 13 C NMR (125 MHz, CDCl3): δC 167.3, 166.3, 138.1, 135.4, 122.1, 115.6, 84.9, 60.6, 24.8, 14.5;; 11 B NMR (160 MHz, CDCl3): δB 30.8 (br. s).	O=C(OCC)C1=CC=C(O)C(=C1)B2OC(C)(C)C(O2)(C)C	0.510000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_392	10.1021/jacs.7b02232	publication	borylation	80	2.000000	NITROGEN	UNSPECIFIED	0.001000	0.080000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				121-44-8	1.500000	N(CC)(CC)CC	13826-24-9	1.200000	O1B(OCC1)B2OCCO2	76-09-5	3.000000	OC(C)(C)C(O)(C)C	72914-19-3	0.030000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C				108-88-3	0.200000	C=1C=CC(=CC1)C	67-66-3	0.800000	ClC(Cl)Cl	371-41-5	1	FC1=CC=C(O)C=C1	779331-49-6		1 H NMR (500 MHz, CDCl3): δH 7.65 (s, 1H), 7.25 - 7.27 (m, OH and ArH overlapped, 2H), 7.06 (dt, J = 8.5, 3.5 Hz, 1H), 6.83 (dd, J = 8.5, 3.5 Hz, 1H), 1.38 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 159.6 (d, J = 1.9 Hz), 156.3 (d, J = 237.6 Hz), 120.6 (d, J = 21.2 Hz), 120.4, 116.7 (d, J = 7.2 Hz), 84.8, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 30.4 (br. s).; 19 F NMR (470 MHz, CDCl3): δF -126.0 (td, J = 21.5, 13.3, 5.1 Hz).	FC1=CC=C(O)C(=C1)B2OC(C)(C)C(O2)(C)C	0.500000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_393	10.1021/jacs.7b02232	publication	borylation	80	8.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	25015-63-8	1.100000	O1BOC(C)(C)C1(C)C							110-82-7	1.000000	C1CCCCC1				120-83-2	1	ClC1=CC=C(O)C(Cl)=C1	2095797-24-1		1 H NMR (500 MHz, CDCl3): δH 8.26 (s, 1H), 7.47 (d, J = 2.5 Hz, 1H), 7.43 (d, J = 2.5 Hz, 1H), 1.38 (s, 12H).; 13 C NMR (125 MHz, CDCl3): δC 162.3, 157.4, 133.4, 124.7, 121.5, 85.3, 24.8.; 11 B NMR (160 MHz, CDCl3): δB 31.1 (br. s).	ClC=1C=C(Cl)C(O)=C(C1)B2OC(C)(C)C(O2)(C)C	0.490000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_394	10.1021/jacs.7b02232	publication	borylation	80	24.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C							110-82-7	1.000000	C1CCCCC1				371-41-5	1	FC1=CC=C(O)C=C1	1398923-95-9			FC1=CC=C(O)C=C1B2OC(C)(C)C(O2)(C)C	0.900000	UNKNOWN	779331-49-6	FC1=CC=C(O)C(=C1)B2OC(C)(C)C(O2)(C)C	0.100000	UNKNOWN	Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_395	10.1021/jacs.7b02232	publication	borylation	80	5.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.030000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	0.700000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	25015-63-8	1.100000	O1BOC(C)(C)C1(C)C							110-82-7	1.000000	C1CCCCC1				7781-98-8	1	O=C(OCC)C=1C=CC=C(O)C1	1416722-67-2			O=C(OCC)C=1C=C(O)C=C(C1)B2OC(C)(C)C(O2)(C)C	0.820000	UNKNOWN	1421327-90-3	O=C(OCC)C1=CC=C(B2OC(C)(C)C(O2)(C)C)C(O)=C1	0.180000	UNKNOWN	Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_396	10.1021/jacs.7b02232	publication	borylation	80	4.000000	NITROGEN	UNSPECIFIED	0.001000	0.333333	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				25015-63-8	1.100000	O1BOC(C)(C)C1(C)C	73183-34-3	0.250000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.060000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C							110-82-7	1.000000	C1CCCCC1				767-00-0	1	N#CC1=CC=C(O)C=C1	863868-23-9			N#CC1=CC=C(OC)C=C1B2OC(C)(C)C(O2)(C)C	0.440000	UNKNOWN	706820-96-4	N#CC1=CC=C(OC)C(=C1)B2OC(C)(C)C(O2)(C)C	0.210000	UNKNOWN	Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_397	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	865-47-4	0.045000	[K].OC(C)(C)C	2098537-91-6	0.035000	O=C1C=CC=2C=CC=C(C3=CN=C(C=C3)C=4N=CC=CC4)C2N1							109-99-9	1.000000	O1CCCC1				2199-43-1	1	O=C(OCC)C1=CC=CN1	2098537-89-2		1 H NMR (400 MHz, CDCl3): δ9.46 (bs, 1H), 6.90 (dd, J = 2.4 Hz, J = 4.4 Hz, 1H), 6.76 (dd, J = 2.4 Hz, J = 4.4 Hz, 1H), 4.32 (q, J = 7.2 Hz, 2H), 1.35 (t, J = 7.2 Hz, 3H), 1.32 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ160.8, 126.9, 120.6, 115.4, 84.2, 60.5, 24.7, 14.4.; 11 B NMR (128 MHz, CDCl3): δ28.0.	O=C(OCC)C1=CC=C(N1)B2OC(C)(C)C(O2)(C)C	0.990000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_398	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.035000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C										109-99-9	1.000000	O1CCCC1				58997-10-7	1	O=C(OCC)C1=NC=CC=C1C	2098537-83-6		1 H NMR (400 MHz, CDCl3): δ8.83 (s, 1H), 7.97 (s, 1H), 4.45 (q, J = 7.2 Hz, 2H), 2.55 (s, 3H), 1.43 (t, J = 7.2Hz, 3H), 1.35 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ166.4, 152.3, 149.5, 146.2, 133.7, 84.5, 61.7, 24.8, 19.6, 14.3.; 11 B NMR (128 MHz, CDCl3): δ30.5.	O=C(OCC)C1=NC=C(C=C1C)B2OC(C)(C)C(O2)(C)C	0.990000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_399	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				2098537-91-6	0.035000	O=C1C=CC=2C=CC=C(C3=CN=C(C=C3)C=4N=CC=CC4)C2N1	865-47-4	0.045000	[K].OC(C)(C)C	73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C							109-99-9	1.000000	O1CCCC1				84-66-2	1	O=C(OCC)C=1C=CC=CC1C(=O)OCC	2098537-66-5		1 H NMR (400 MHz, CDCl3): δ8.12 (d, J = 1.0 Hz, 1H), 7.93 (dd, 1H, J = 1.2 Hz, J = 7.6 Hz, 1H), 7.68 (dd, J = 1.2 Hz, J = 7.6 Hz, 1H), 4.36 (dq, J = 7.2 Hz, 4H), 1.37-1.34 (m, 6H), 1.33 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ167.7, 167.6, 137.1, 134.8, 134.3, 131.4, 127.9, 84.3, 61.6, 61.5, 24.8, 14.1, 14.0.; 11 B NMR (128 MHz, CDCl3): δ30.3.	O=C(OCC)C1=CC=C(C=C1C(=O)OCC)B2OC(C)(C)C(O2)(C)C	0.980000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_400	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	72914-19-3	0.035000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C										109-99-9	1.000000	O1CCCC1				1844891-20-8	1	O=C(OCC)C=1C=CC2=C(C=CN2C)C1	2098537-86-9		1 H NMR (400 MHz, CDCl3): δ8.40 (dd, J = 1.6 Hz, J = 1.2 Hz, 1H), 7.96 (dd, J = 1.6 Hz, J = 8.8 Hz, 1H), 7.33 (d, J = 8.8 Hz, 1H), 7.21 (d, J = 1.2 Hz, 1H), 4.39 (q, J = 7.2 Hz, 2H), 3.98 (s, 3H), 1.42 (t, J = 7.2 Hz, 1H), 1.37 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ 167.7, 142.3, 127.3, 124.7, 124.3, 121.7, 115.8, 109.3, 83.9, 60.5, 32.5, 24.8, 14.5.; 11 B NMR (128 MHz, CDCl3): δ28.4.	O=C(OCC)C=1C=CC2=C(C1)C=C(B3OC(C)(C)C(O3)(C)C)N2C	0.960000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_401	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				72914-19-3	0.035000	N=1C=CC(=CC1C=2N=CC=C(C2)C(C)(C)C)C(C)(C)C	73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C										109-99-9	1.000000	O1CCCC1				2050-22-8	1	O=C(OCC)C1=NC=CC=C1C(=O)OCC	2098537-84-7		1 H NMR (400 MHz, CDCl3): δ9.02 (d, J = 1.6 Hz, 1H), 8.52 (d, J = 1.6 Hz, 1H), 4.45 (q, J = 7.2 Hz, 2H), 4.37 (q, J = 7.2 Hz, 2H), 1.39 (m, 2 methyl Hs are overlapped, 6H), 1.35 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ166.4, 165.4, 157.0, 152.9, 143.7, 125.6, 84.8, 62.2, 61.9, 24.8, 14.1, 14.0.; 11 B NMR (128 MHz, CDCl3): δ30.1.	O=C(OCC)C1=NC=C(C=C1C(=O)OCC)B2OC(C)(C)C(O2)(C)C	0.950000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_402	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				2098537-91-6	0.035000	O=C1C=CC=2C=CC=C(C3=CN=C(C=C3)C=4N=CC=CC4)C2N1	73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	865-47-4	0.045000	[K].OC(C)(C)C							109-99-9	1.000000	O1CCCC1				2810-04-0	1	O=C(OCC)C=1SC=CC1	1150271-60-5			O=C(OCC)C=1SC(=CC1)B2OC(C)(C)C(O2)(C)C	0.930000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_403	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				865-47-4	0.045000	[K].OC(C)(C)C	2098537-91-6	0.035000	O=C1C=CC=2C=CC=C(C3=CN=C(C=C3)C=4N=CC=CC4)C2N1	73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C							109-99-9	1.000000	O1CCCC1				350-19-6	1	O=C(OCC)C=1C=C(F)C=C(F)C1	1562995-71-4		1 H NMR (400 MHz, CDCl3): δ7.49 (d, J = 7.2 Hz, 2H), 4.37 (q, J = 7.2 Hz, 2H), 1.40 (s, 15H, methyl 3H and Bpin 12H are overlapped).; 13 C NMR (100 MHz, CDCl3): δ166.2 (dd, J = 249.7 Hz, J = 12.7 Hz), 164.4 (t, J = 3.5 Hz), 135.4 (t, J = 9.8 Hz), 111.9 (m), 84.6, 61.7, 24.7, 14.1.; 11 B NMR (128 MHz, CDCl3): δ29.4.	O=C(OCC)C1=CC(F)=C(B2OC(C)(C)C(O2)(C)C)C(F)=C1	0.930000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
lit_pub_bo_404	10.1021/jacs.7b04490	publication	borylation	80	12.000000	NITROGEN	UNSPECIFIED	0.000200	0.200000	12148-71-9	0.015000	C[OH2+].C[OH2+].C1CC=CCCC=C1.C1CC=CCCC=C1.[Ir].[Ir]				73183-34-3	1.000000	O1B(OC(C)(C)C1(C)C)B2OC(C)(C)C(O2)(C)C	865-47-4	0.045000	[K].OC(C)(C)C	2098537-91-6	0.035000	O=C1C=CC=2C=CC=C(C3=CN=C(C=C3)C=4N=CC=CC4)C2N1							109-99-9	1.000000	O1CCCC1				7335-25-3	1	O=C(OCC)C=1C=CC=CC1Cl	474709-76-7		1 H NMR (400 MHz, CDCl3): δ7.86 (d, J = 1.0 Hz, 1H), 7.76 (d, J =7.6 Hz, 1H), 7.70 (dd, J = 1.2 Hz, J = 8.0 Hz, 1H), 4.40 (q, J = 7.2 Hz, 2H), 1.40 (t, J = 7.2 Hz, 3H), 1.35 (s, 12H).; 13 C NMR (100 MHz, CDCl3): δ165.9, 136.9, 132.9, 132.7, 132.5, 130.3, 84.4, 61.6, 24.8, 14.2.; 11 B NMR (128 MHz, CDCl3): δ30.7	O=C(OCC)C1=CC=C(C=C1Cl)B2OC(C)(C)C(O2)(C)C	0.930000	UNKNOWN					Alex T. Mueller alex.mueller@roche.com 0000-0001-8063-9952 F. Hoffmann-La Roche Ltd.	
