rxn_id	source_id	source_type	rxn_type	rxn_name	rxn_tech	temperature_deg_c	time_h	atmosphere	stirring_shaking	scale_mol	concentration_mol_l	startingmat_1_cas	startingmat_1_smiles	startingmat_1_eq	startingmat_2_cas	startingmat_2_smiles	startingmat_2_eq	reagent_1_cas	reagent_1_smiles	reagent_1_eq	reagent_2_cas	reagent_2_smiles	reagent_2_eq	catalyst_1_cas	catalyst_1_smiles	catalyst_1_eq	ligand_1_cas	ligand_1_smiles	ligand_1_eq	additive_1_cas	additive_1_smiles	additive_1_eq	solvent_1_cas	solvent_1_smiles	solvent_1_fraction	solvent_2_cas	solvent_2_smiles	solvent_2_fraction	product_1_cas	product_1_smiles	product_1_yield	product_1_yieldtype	product_1_ms	product_1_nmr	product_2_cas	product_2_smiles	product_2_yield	product_2_yieldtype	product_2_ms	product_2_nmr	product_3_cas	product_3_smiles	product_3_yield	product_3_yieldtype	product_3_ms	product_3_nmr	procedure	comment
lsf_lit_minisci_53	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	1453-82-3	O=C(N)C=1C=CN=CC1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-60-0	O=C(N)C=1C=C(N=C(C1)C(F)F)C(F)F	0.5	isolated																
lsf_lit_minisci_54	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	149-30-4	S=C1SC=2C=CC=CC2N1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	943-08-8	FC(F)SC1=NC=2C=CC=CC2S1	0.61	isolated																
lsf_lit_minisci_55	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	1570-45-2	O=C(OCC)C=1C=CN=CC1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1192539-75-5	O=C(OCC)C=1C=CN=C(C1)C(F)F	0.66	isolated																
lsf_lit_minisci_56	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	16879-02-0	O=C1C=CC=C(Cl)N1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-47-3	O=C1C=CC(=C(Cl)N1)C(F)F	0.62	isolated																
lsf_lit_minisci_57	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	18138-04-0	N=1C=C(N=C(C1CC)CC)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-55-3	FC(F)C=1N=C(C(=NC1C)CC)CC	0.66	isolated																
lsf_lit_minisci_58	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	22083-74-5	N=1C=CC=C(C1)C2N(C)CCC2	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-46-2	FC(F)C1=NC=C(C=C1)C2N(C)CCC2	0.36	isolated																
lsf_lit_minisci_59	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	2382-96-9	S=C1OC=2C=CC=CC2N1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	943-07-7	FC(F)SC1=NC=2C=CC=CC2O1	0.56	isolated																
lsf_lit_minisci_60	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	249296-44-4	N1=CC=NC2=CC3=C(C=C12)C4CNCC3C4	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-74-6	FC(F)C1=NC2=CC3=C(C=C2N=C1)C4CNCC3C4	0.5	isolated																
lsf_lit_minisci_61	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	29681-46-7	O=C(OC)C=1C=NC=C(OC)C1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355730-03-8	O=C(OC)C1=CC(OC)=CN=C1C(F)F	0.4	isolated			1355729-95-1	O=C(OC)C=1C=NC=C(OC)C1C(F)F	0.2	isolated			1355729-44-0	O=C(OC)C1=CN=C(C(OC)=C1)C(F)F	0.2	isolated				
lsf_lit_minisci_62	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	34253-03-7	O=C(OC)C1=NC=CC=N1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-97-3	O=C(OC)C1=NC=C(C=N1)C(F)F	0.5	isolated			1355729-56-4	O=C(OC)C1=NC=CC(=N1)C(F)F	0.12	isolated										
lsf_lit_minisci_63	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	38940-62-4	O=C(C=1C=NC=C(Br)C1)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355730-04-9	O=C(C=1C=NC=C(Br)C1C(F)F)C	0.3	isolated			1355729-96-2	O=C(C1=CN=C(C(Br)=C1)C(F)F)C	0.1	isolated			1355729-45-1	O=C(C1=CC(Br)=CN=C1C(F)F)C	0.2	isolated				
lsf_lit_minisci_64	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	4005-51-0	N=1N=C(SC1)N	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	25306-15-4	FC(F)C1=NN=C(S1)N	0.4	isolated																
lsf_lit_minisci_65	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	491-37-2	O=C1C=2C=CC=CC2OCC1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	98-08-8	FC(F)(F)C=1C=CC=CC1	0.71	7732-18-5	O	0.29	1160217-19-5	O=C1C=2C=CC=CC2OC(C1)C(F)F	0.3	isolated																
lsf_lit_minisci_66	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	522-66-7	OC(C=1C=CN=C2C=CC(OC)=CC21)C3N4CCC(C3)C(C4)CC	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-73-5	FC(F)C1=NC=2C=C(C(OC)=CC2C(=C1)C(O)C3N4CCC(C3)C(C4)CC)C(F)(F)F	0.49	isolated																
lsf_lit_minisci_67	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	58-08-2	O=C1C2=C(N=CN2C)N(C(=O)N1C)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-37-1	O=C1C2=C(N=C(N2C)C(F)F)N(C(=O)N1C)C	0.73	isolated																
lsf_lit_minisci_68	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	58-55-9	O=C1C=2NC=NC2N(C(=O)N1C)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-58-6	O=C1C=2NC(=NC2N(C(=O)N1C)C)C(F)F	0.9	isolated																
lsf_lit_minisci_69	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	60-56-0	S=C1NC=CN1C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-66-6	FC(F)SC1=NC=CN1C	0.69	isolated																
lsf_lit_minisci_70	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	06.05.6493	O=C1C2=C(N=CN2C)N(C(=O)N1CCCCC(=O)C)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-57-5	O=C1C2=C(N=C(N2C)C(F)F)N(C(=O)N1CCCCC(=O)C)C	0.72	isolated																
lsf_lit_minisci_71	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	7251-61-8	N1=CC(=NC2=CC=CC=C12)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-54-2	FC(F)C1=NC=2C=CC=CC2N=C1C	0.5	isolated																
lsf_lit_minisci_72	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	87-42-3	ClC1=NC=NC=2N=CNC12	1	1355729-38-2	[Zn].O=S(O)C(F)F	3	75-91-2	OOC(C)(C)C	4										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-59-7	FC(F)C=1N=C(Cl)C=2NC(=NC2N1)C(F)F	0.3	isolated																
lsf_lit_minisci_73	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	91-22-5	N=1C=CC=C2C=CC=CC12	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-65-5	FC(F)C1=NC=2C=CC=CC2C(=C1)C(F)F	0.3	isolated																
lsf_lit_minisci_74	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	93-60-7	O=C(OC)C=1C=NC=CC1	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355730-00-5	O=C(OC)C=1C=NC=CC1C(F)F	0.18	isolated			1355729-93-9	O=C(OC)C1=CC=CN=C1C(F)F	0.14	isolated			1355729-43-9	O=C(OC)C1=CN=C(C=C1)C(F)F	0.14	isolated				
lsf_lit_minisci_75	10.1021/ja211422g	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	932-62-7	O=C(C=1C=CN(C1)C)C	1	1355729-38-2	[Zn].O=S(O)C(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1355729-48-4	O=C(C=1C=CN(C1C(F)F)C)C	0.65	isolated																
lsf_lit_minisci_76	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	14080-23-0	N#CC1=NC=CC=N1	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-71-0	N#CC1=NC=C(C=N1)CC(F)(F)F	0.21	isolated																
lsf_lit_minisci_77	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	1570-45-2	O=C(OCC)C=1C=CN=CC1	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-68-5	O=C(OCC)C=1C=CN=CC1CC(F)(F)F	0.14	isolated			1416821-67-4	O=C(OCC)C=1C=CN=C(C1)CC(F)(F)F	0.04	isolated										
lsf_lit_minisci_78	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	38940-62-4	O=C(C=1C=NC=C(Br)C1)C	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-70-9	O=C(C=1C=NC=C(Br)C1CC(F)(F)F)C	0.19	isolated			1416821-69-6	O=C(C1=CN=C(C(Br)=C1)CC(F)(F)F)C	0.14	isolated										
lsf_lit_minisci_79	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	58-08-2	O=C1C2=C(N=CN2C)N(C(=O)N1C)C	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-65-2	O=C1C2=C(N=C(N2C)CC(F)(F)F)N(C(=O)N1C)C	0.51	isolated																
lsf_lit_minisci_80	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	06.05.6493	O=C1C2=C(N=CN2C)N(C(=O)N1CCCCC(=O)C)C	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-66-3	O=C1C2=C(N=C(N2C)CC(F)(F)F)N(C(=O)N1CCCCC(=O)C)C	0.44	isolated																
lsf_lit_minisci_81	10.1038/nature11680	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	7251-61-8	N1=CC(=NC2=CC=CC=C12)C	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416821-84-5	FC(F)(F)CC=1C=CC=C2N=CC(=NC21)C					1416821-83-4	FC(F)(F)CC1=CC=C2N=CC(=NC2=C1)C												
lsf_lit_minisci_82	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	932-62-7	O=C(C=1C=CN(C1)C)C	1	1416821-53-8	[Zn].O=S(O)CC(F)(F)F	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-73-2	O=C(C=1C=C(N(C1CC(F)(F)F)C)CC(F)(F)F)C	0.34	isolated			1416821-72-1	O=C(C=1C=CN(C1CC(F)(F)F)C)C	0.24	isolated										
lsf_lit_minisci_83	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	1570-45-2	O=C(OCC)C=1C=CN=CC1	1	1416821-54-9	[Zn].O=S(O)CF	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-87-8	O=C(OCC)C=1C=C(N=C(C1)CF)CF	0.69	isolated			1416821-86-7	O=C(OCC)C=1C=CN=C(C1)CF	0.04	isolated										
lsf_lit_minisci_84	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	58-08-2	O=C1C2=C(N=CN2C)N(C(=O)N1C)C	1	1416821-54-9	[Zn].O=S(O)CF	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	501005-27-2	O=C1C2=C(N=C(N2C)CF)N(C(=O)N1C)C	0.8	isolated																
lsf_lit_minisci_85	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	06.05.6493	O=C1C2=C(N=CN2C)N(C(=O)N1CCCCC(=O)C)C	1	1416821-54-9	[Zn].O=S(O)CF	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-85-6	O=C1C2=C(N=C(N2C)CF)N(C(=O)N1CCCCC(=O)C)C	0.75	isolated																
lsf_lit_minisci_86	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	7251-61-8	N1=CC(=NC2=CC=CC=C12)C	1	1416821-54-9	[Zn].O=S(O)CF	2	75-91-2	OOC(C)(C)C	3													107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416821-88-9	FCC1=NC=2C=CC=CC2N=C1C	0.56	isolated																
lsf_lit_minisci_87	10.1038/nature11680	paper	alkylation	minisci	standard	25	18	air	st_	0.25	0.18	932-62-7	O=C(C=1C=CN(C1)C)C	1	1416821-54-9	[Zn].O=S(O)CF	2	75-91-2	OOC(C)(C)C	3													107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416821-89-0	O=C(C=1C=CN(C1CF)C)C	0.4	isolated																
lsf_lit_minisci_88	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	14080-23-0	N#CC1=NC=CC=N1	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-94-7	N#CC1=NC=C(C=N1)C(C)C	0.31	isolated			1416821-93-6	N#CC1=NC=CC(=N1)C(C)C	0.15	isolated										
lsf_lit_minisci_89	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	1570-45-2	O=C(OCC)C=1C=CN=CC1	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416821-91-4	O=C(OCC)C=1C=C(N=C(C1)C(C)C)C(C)C	0.27	isolated			91247-08-04	O=C(OCC)C=1C=CN=C(C1)C(C)C	0.2	isolated										
lsf_lit_minisci_90	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	1722-10-7	ClC1=NN=C(OC)C=C1	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-96-9	ClC1=NN=C(OC)C=C1C(C)C	0.45	isolated			1416821-95-8	ClC1=NN=C(OC)C(=C1)C(C)C	0.04	isolated										
lsf_lit_minisci_91	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	38940-62-4	O=C(C=1C=NC=C(Br)C1)C	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													100-66-3	O(C=1C=CC=CC1)C	0.71	7732-18-5	O	0.29	1416821-92-5	O=C(C1=CN=C(C(Br)=C1)C(C)C)C	0.41	isolated																
lsf_lit_minisci_92	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	58-08-2	O=C1C2=C(N=CN2C)N(C(=O)N1C)C	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	3279-79-6	O=C1C2=C(N=C(N2C)C(C)C)N(C(=O)N1C)C	0.41	isolated																
lsf_lit_minisci_93	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	06.05.6493	O=C1C2=C(N=CN2C)N(C(=O)N1CCCCC(=O)C)C	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-90-3	O=C1C2=C(N=C(N2C)C(C)C)N(C(=O)N1CCCCC(=O)C)C	0.37	isolated																
lsf_lit_minisci_94	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	7251-61-8	N1=CC(=NC2=CC=CC=C12)C	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	40790-43-0	N=1C=2C=CC=CC2N=C(C1C)C(C)C	0.43	isolated																
lsf_lit_minisci_95	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	87-42-3	ClC1=NC=NC=2N=CNC12	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3										76-05-1	O=C(O)C(F)(F)F	1	107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416822-10-0	FC(F)C=1N=C(Cl)C=2NC(=NC2N1)C(C)C	0.23	isolated																
lsf_lit_minisci_96	10.1038/nature11680	paper	alkylation	minisci	standard	50	18	air	st_	0.25	0.18	932-62-7	O=C(C=1C=CN(C1)C)C	1	1416821-55-0	[Zn].O=S(O)C(C)C	2	75-91-2	OOC(C)(C)C	3													67-68-5	O=S(C)C	0.71	7732-18-5	O	0.29	1416821-97-0	O=C(C=1C=CN(C1C(C)C)C)C	0.17	isolated																
lsf_lit_minisci_97	10.1038/nature11680	paper	alkylation	minisci	standard	50	24	air	st_	0.25	0.18	181219-01-2	N=1C=CC(=CC1)B2OC(C)(C)C(O2)(C)C	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1036990-42-7	FC(F)(F)C1=NC=CC(=C1)B2OC(C)(C)C(O2)(C)C	0.5	isolated			944905-38-8	N#CC1=NC=C(C=N1)C(F)(F)F	0.31	isolated										
lsf_lit_minisci_98	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	14080-23-0	N#CC1=NC=CC=N1	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													355-42-0	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.71	7732-18-5	O	0.29	1206459-86-0	N#CC1=NC=CC(=N1)C(F)(F)F	0.11	isolated			1214337-41-3	O=C(OCC)C=1C=CN=CC1C(F)(F)F	0.28	isolated										
lsf_lit_minisci_99	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	1570-45-2	O=C(OCC)C=1C=CN=CC1	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1214351-44-6	O=C(OCC)C=1C=CN=C(C1)C(F)(F)F	0.07	isolated																
lsf_lit_minisci_100	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	1722-10-7	ClC1=NN=C(OC)C=C1	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													355-42-0	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.71	7732-18-5	O	0.29	1416821-58-3	FC(F)(F)C1=CC(Cl)=NN=C1OC	0.45	isolated			1260664-97-8	O=C(C1=CC(Br)=CN=C1C(F)(F)F)C	0.2	isolated										
lsf_lit_minisci_101	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	38940-62-4	O=C(C=1C=NC=C(Br)C1)C	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1346252-30-9	O=C(C1=CN=C(C(Br)=C1)C(F)(F)F)C	0.46	isolated																
lsf_lit_minisci_102	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	522-66-7	OC(C=1C=CN=C2C=CC(OC)=CC21)C3N4CCC(C3)C(C4)CC	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													107-06-2	ClCCCl	0.71	7732-18-5	O	0.29	1416822-07-5	O=C(O)C(F)(F)F.FC(F)(F)C1=CC=2N=C(C=C(C2C=C1OC)C(O)C3N4CCC(C3)C(C4)CC)C(C)C	0.3	isolated																
lsf_lit_minisci_103	10.1038/nature11680	paper	alkylation	minisci	standard	25	12	air	st_	0.25	0.18	58-08-2	O=C1C2=C(N=CN2C)N(C(=O)N1C)C	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	149981-30-6	O=C1C2=C(N=C(N2C)C(F)(F)F)N(C(=O)N1C)C	0.89	isolated																
lsf_lit_minisci_104	10.1038/nature11680	paper	alkylation	minisci	standard	25	3	air	st_	0.25	0.18	06.05.6493	O=C1C2=C(N=CN2C)N(C(=O)N1CCCCC(=O)C)C	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													434-64-0	FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F	0.71	7732-18-5	O	0.29	1346252-46-7	O=C1C2=C(N=C(N2C)C(F)(F)F)N(C(=O)N1CCCCC(=O)C)C	0.79	isolated																
lsf_lit_minisci_105	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	6622-91-9	Cl.O=C(O)CC=1C=CN=CC1	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1008737-00-5	O=C(O)CC=1C=CN=C(C1)C(F)(F)F	0.57	isolated																
lsf_lit_minisci_106	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	6622-91-9	Cl.O=C(O)CC=1C=CN=CC1	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1416822-08-6	O=C(O)CC=1C=C(N=C(C1)C(F)(F)F)C(F)F	0.2	isolated			1346252-87-6	FC(F)(F)C1=CC=C2N=CC(=NC2=C1)C												
lsf_lit_minisci_107	10.1038/nature11680	paper	alkylation	minisci	standard	25	24	air	st_	0.25	0.18	7251-61-8	N1=CC(=NC2=CC=CC=C12)C	1	39971-65-8	[Zn].O=S(O)C(F)(F)F	2	75-91-2	OOC(C)(C)C	3													75-09-2	ClCCl	0.71	7732-18-5	O	0.29	1346252-89-8	FC(F)(F)C=1C=CC=C2N=CC(=NC21)C					1416821-59-4	O=C(C=1C=CN(C1C(F)(F)F)C)C												
